Source.Name,ATA,PUBLICATION NO.,RECEIVED DATE,ISSUE DATE,EFFECTIVE DATE,BIWEEKLY NUMBER,TC HOLDER,AC TYPE,SUBJECT,SUPERSEDES,REFERENCE,AFFECTED PART,METHOD OF COMPLIANCE,COMPLIANCE TIME,REPEAT INTERVAL,EFFECTIVITY,PARTS PROHIBITION,PIC,EVALUATION DATE,TDE NUMBER,TDE STATUS,ENGINEERING ACTION,Issued Instructions
,,2022-0077-E,,4/29/2022,,,"AIRBUS HELICOPTERS, AIRBUS HELICOPTERS DEUTSCHLAND","AS 350 / EC 130, AS 355, EC135/635, MBB-BK 117",Rotors Flight Control - Flight Control Flexball Cables - Replacement,,,,,,,,,,,,,,
,,2022-0044R1,,4/29/2022,,,SOLO KLEINMOTOREN GmbH,2350,Engine - Modification / Inspection,,,,,,,,,,,,,,
,,US-2022-09-13,,4/28/2022,,,PIPER AIRCRAFT INC.,PA-34 (Seneca),Time Limits / Maintenance Checks - Airworthiness Limitations Section - Amendment,,,,,,,,,,,,,,
,,2022-0075,,4/28/2022,,,AIRBUS S.A.S.,A380,Landing Gear - Body Landing Gear Rear Axle - Replacement,,,,,,,,,,,,,,
,,BR-2022-04-01,,4/28/2022,,,EMBRAER S.A.,ERJ 170,Flight Controls - Electrical Harnesses W126 and W127 - Inspection,,,,,,,,,,,,,,
,,BR-2022-04-02,,4/28/2022,,,EMBRAER S.A.,ERJ 190,Landing Gear - Shear Pin Lockwires - Inspection / Modification,,,,,,,,,,,,,,
,,2022-0074,,4/27/2022,,,CFM INTERNATIONAL,LEAP-1B,Engine - Transfer Gearbox Module Scavenge Screens - Inspection / Modification,,,,,,,,,,,,,,
,,US-2022-08-06,,4/27/2022,,,GENERAL ELECTRIC,CF34-8,Engine - Compressor Inlet Guide Vane Outer Shroud Bushing and Vane Spindle Bushing - Inspection / Replacement,,,,,,,,,,,,,,
,,2022-0073,,4/27/2022,,,DASSAULT AVIATION,Falcon 7X,Electrical Power - Direct Current Load Distribution / Right-Hand Front Secondary Power Distribution Box Feeder - Inspection / Modification,,,,,,,,,,,,,,
,,CF-2022-22,,4/26/2022,,,PRATT & WHITNEY CANADA,PW308,Engine - Combustion Chamber Outer Case - Inadequate Fatigue Life of Forward Flange Bolts,,,,,,,,,,,,,,
,,2022-0072,,4/26/2022,,,AIRBUS HELICOPTERS,SA 330 / AS 332 / EC 225,Doors - VIP Flap Doors / Emergency Jettisoning System - Placard Installation,,,,,,,,,,,,,,
,,2022-0071,,4/26/2022,,,CFM INTERNATIONAL,LEAP-1B,Time Limits / Maintenance Checks - Airworthiness Limitations Section - Amendment,,,,,,,,,,,,,,
,,US-2022-07-06,,4/26/2022,,,BOEING,747,Instruments - Electronic Flight Instrument System Interface Unit - Inspection / Replacement,,,,,,,,,,,,,,
,25,G-2022-0009,,25-Apr-2022,5-May-2022,2022-08,APPLIANCES,ATA 25 EQUIPMENT / FURNISHINGS,"SURVITEC GROUP LIMITED - Lifejackets Type 102 Mk 3 and Mk 4, Type 105 Mk 1 - Inspection",None,Survitec Alert Service Bulletin 25-207-A,"Survitec lifejacket Type 102 Mk 3, 102 Mk4, 105 Mk 1 manufactured between 1-Oct-2018 and 30-Apr-2019","1. Identification for the lifejackets per the referenced SB.
2. Remove and replace if identified
3. Report to Suvitec","1. Within 4 months after the effective date of this AD
2. When identified.
3. Within 30 days after accomplishment of the identification",None,"None.
The affected part number is not effective for A320 aircrafts, nor is it installed on PAS fleet.",Do not install affected parts,Rofiq,3-Jun-22,TDE-AD-G-2022-0009-PAS,COMPLETE,NO ENGINEERING ACTION,-
,,CF-2022-21,,4/25/2022,,,DE HAVILLAND AIRCRAFT OF CANADA LTD.,DHC-8,Stabilizers - Horizontal Stabilizer to Vertical Stabilizer Joint - Non-Conforming Saddle Washer (Radius Filler),,,,,,,,,,,,,,
,,CF-2022-23,,4/22/2022,,,AIRBUS CANADA LP,BD-500 (A220 Series),Equipment / Furnishings - Removal of Inflation Valve Safety Pin from Passenger and Service Door Escape Slides,,,,,,,,,,,,,,
,,US-2022-07-07,,4/22/2022,,,BOEING,757,"Equipment / Furnishings - Passenger Service Units, Life Vest Panels and Video Panel Lanyard Assemblies - Installation",,,,,,,,,,,,,,
,,2016-0004R1,,4/22/2022,,,SAFRAN HELICOPTER ENGINES,ARRIEL 2,Engine Fuel & Control - Hydro-Mechanical Metering Unit - Inspection,,,,,,,,,,,,,,
,,2014-0213R1,,4/22/2022,,,AIRBUS S.A.S.,A380,Fuselage - Section 19 Upper Cross Fitting Upper Beam Inner Cap Joints - Inspection,,,,,,,,,,,,,,
,,CF-2022-18,,4/21/2022,,,AIRBUS CANADA LP,BD-500 (A220 Series),Time Limits / Maintenance Checks - Airworthiness Limitations - Implementation,,,,,,,,,,,,,,
,,CF-2022-20,,4/21/2022,,,MHI RJ Aviation ULC,CL-600 (Regional Jet),Fire Protection - Fire Extinguisher - Replacement of the Cargo Bay Fire Extinguisher Container Pressure Switch/Gauge Assembly,,,,,,,,,,,,,,
,,US-2022-07-03,,4/21/2022,,,"BELL TEXTRON INC. (BTI), BLR AEROSPACE ","412, EASA STC 10045079, FAA STC SR09535RC-D",Rotors Flight Control - Collective Lever - Replacement / Life Limitation,,,,,,,,,,,,,,
,,2022-0070,,4/21/2022,,,FOKKER SERVICES,F28,Fuselage - Stubwing Bay Area Skin - Inspection,,,,,,,,,,,,,,
,,US-2022-07-13,,4/20/2022,,,PRATT & WHITNEY,"PW4070, PW4080, PW4090",Engine Oil - Air/Oil Heat Exchanger - Inspection / Replacement,,,,,,,,,,,,,,
,,CF-2022-19,,4/20/2022,,,BOMBARDIER,BD-100,Auxiliary Power Unit - Tailcone Upper Firewall Cracking,,,,,,,,,,,,,,
,,2022-0069,,4/19/2022,,,AIRBUS HELICOPTERS,AS 355,Tail Rotor Drive - Fan Assembly - Inspection,,,,,,,,,,,,,,
,53,2022-08-08,,21-Apr-2022,26-May-2022,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232,Fuselage,,"EASA AD 2021-0227; AIRBUS SB A320-53-1373, A320-53-1374, A320-53-1378, A320-53-1379, A320-53-1380, A320-53-1381","Frame 16, Fram 20",Perform SDI on the affected area per referenced inspection SB,"FR16 (A or B WOL)
A. Before exceeding 30,200 FC since AC first flight
B. Within 6,800 FC since last ALI task 531153-02-1 or 531153-02-2

FR20 (A or B WOL)
A. Before exceeding 31,891 FC since AC first flight
B. Within 8,900 FC since last ALI task 531155-02-1 or 531155-02-2","FR16
6,800 FC

FR20
8,900 FC",03809; 05463,No parts prohibition,Sarah,31-May-22,TDE-AD-2022-08-08-PAS,COMPLETE,,
,32,2022-07-15,,15-Apr-2022,2-May-2022,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A319-153N | A319-171N | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-251NX | A321-252N | A321-252NX | A321-253N | A321-253NX | A321-271N | A321-272N | A321-271NX | A321-272NX,Landing gear,,EASA AD 2022-0032,BSCU PN E21327307,"If aircraft has the affected BSCU installed and exhibits BSCU faults, replace the BSCU.",Before next flight,,None. No aircrafts have the affected BSCU PN installed,,Fitrah,18-Apr-22,TDE-AD-2022-07-15-PAS,COMPLETE,NO ENGINEERING ACTION,
,27,2022-07-08,,14-Apr-2022,19-May-2022,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A320-211 | A320-212 | A320-214 | A320-216 | A320-232 | A320-231 | A320-233 | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A319-151N | A319-153N | A319-171N | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-251N | A321-251NX | A321-252N | A321-252NX | A321-253N | A321-253NX | A321-271N | A321-271NX | A321-272N | A321-272NX,"Time Limits/Maintenance Checks, Flight Controls",,EASA AD 2020-0270,All Airbus single aisle ,"life limitation
Change the MP to accommodate new THSA NBB age limit per ALS Part 4 Variation 7.1",90 days from effective date of FAA AD,none,"03809; 05463
Limitations already accomodated for in current MP revision, MP ITEM 274451-15-1",No parts prohibition,Fitrah,18-Apr-22,TDE-AD-2022-07-08-PAS,COMPLETE,NO ENGINEERING ACTION,
,57,2022-06-21,,5-Apr-2022,10-May-2022,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A320-212 | A320-211 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232,Wings,FAA AD 2018-09-09,EASA AD 2021-0167,,,,,,,Sarah,2-Jun-22,TDE-AD-2022-06-21-PAS,COMPLETE,,
,25,2022-06-02,,22-Mar-2022,26-Apr-2022,,Airbus SAS,A318-111 | A318-112 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232,Equipment/furnishings,FAA AD 2013-25-11,EASA AD 2021-0172,Avionics Rack 80VU,,,,,,Sarah,30-May-22,TDE-AD-2022-06-02-PAS,COMPLETE,,
,52,2022-04-08,,7-Mar-2022,11-Apr-2022,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A319-153N | A319-171N | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-251NX | A321-252N | A321-252NX | A321-253N | A321-253NX | A321-271N | A321-271NX | A321-272N | A321-272NX,Doors,FAA AD 2020-16-01,"EASA AD 2021-0049
AIRBUS SB A320-52-1195
AIRBUS SB A320-52-1196","D5237106020400S,
Any PMA approved part for fwd and aft cargo compartment door seal D5237106020400","1. Clean and grease each PMA part per referenced EASA AD.

2. Replace the seals of the PMA part with new seals and install a placard on the cargo compartment doors per the referenced SBs.","1. Within 6 months after aircraft DOM or 3 months after August 19, 2020 (WOL).

2. Within 96 months from effectiveness of this AD",1. 6 months,,"Do not install a PMA part, or a door equipped with a PMA part.",Sarah,2-Jun-22,TDE-AD-2022-04-08-PAS,COMPLETE,ISSUE REPETITIVE EI,EI-22-013-A322
easa_biweekly_05-2022.csv,,US-2022-04-09,,4-Mar-2022,4-Apr-2022,2022-08,APPLIANCES,ATA 35 OXYGEN,AVOX SYSTEMS INC. - Oxygen Cylinder and Valve Assemblies - Inspection / Replacement,None,"AVOX Systems SB 100015804-35-01,
AVOX Systems SB 10015804-35-02
AVOX Systems SB 10015804-35-03,","Oxygen cylinder and valve assemblies PN 89794077, 89794015, 891511-14, 806835-01, 807982-01, or
808433-01, 807206-01","1. Identification of affected part(s). Review of the maintenance records is acceptable for the inspection and identification.

2. If affected PN, SN identified in point 1, do inspection of the gap between the bottom of the packing retainer and top of the valve body per the referenced Vendor SB. If gap is acceptable, mark the part(s) per VSB. If gap is unacceptable, remove and replace the part(s).

3. Return the part(s) to manufacturer. Report to the manufacturer per VSB.","1. within 60 days after the effective date of this AD

2. Before next flight

3. Within 30 days from inspection or effective date of AD (WOL)",None,"03809; 05463
PN 89794077 is installed on the aircrafts.

SN installed on 03809: C18090220 is affected by 10015804-35-03, 10015804-35-01

SN installed on 05463:
C17010081 is not affected. ",,Fitrah,25-May-22,TDE-AD-US-2022-04-09-PAS,COMPLETE,ISSUE ONE TIME EI,EI-22-028-A322
,5,2022-04-03,,23-Feb-2022,30-Mar-2022,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A319-153N | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-252N | A321-253N | A321-271N | A321-272N | A321-251NX | A321-252NX | A321-253NX | A321-271NX | A321-272NX,Time Limits/Maintenance Checks,,"ALS Part 3 Rev 7
EASA AD 2021-0108",Approved aircraft maintenance program,1. Reivse the approved AMP,within 90 days from the effective date of this AD,None,"03809; 05463
MP at time of eval does have incorporated ALS Part 3 rev 7",No parts prohibition,Rofiq,3-Jun-22,TDE-AD-2022-04-03-PAS,COMPLETE,NO ENGINEERING ACTION,
,,2022-02-11,,8-Feb-2022,15-Mar-2022,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232,Fuselage,,,,,,,,,,,TDE-AD-2022-02-11-PAS,,,
,,2021-25-14,,21-Dec-2021,5-Jan-2022,,Airbus SAS,A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232,Wings,,,,,,,,,,,,,,
,,2021-23-15,,6-Dec-2021,10-Jan-2022,,Airbus SAS,A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232,Equipment/Furnishings,,,,,,,,,,,,,,
,,2021-22-04,,19-Nov-2021,27-Dec-2021,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232,Wings,,,,,,,,,,,,,,
,,2021-21-02,,15-Nov-2021,20-Dec-2021,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A319-153N | A319-171N | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-251NX | A321-252N | A321-252NX | A321-253N | A321-253NX | A321-271N | A321-271NX | A321-272N | A321-272NX | A330-201 | A330-202 | A330-203 | A330-223 | A330-223F | A330-243 | A330-243F | A330-301 | A330-302 | A330-303 | A330-321 | A330-322 | A330-323 | A330-341 | A330-342 | A330-343 | A330-743L | A330-841 | A330-941 | A340-211 | A340-212 | A340-213 | A340-311 | A340-312 | A340-313 | A340-541 | A340-542 | A340-642 | A340-643 | A380-841 | A380-842 | A380-861,Electrical Power,,,,,,,,,,,,,,
,,2021-22-07,,3-Nov-2021,18-Nov-2021,,Airbus SAS | Airbus Helicopters | Airbus Helicopters Deutschland GmbH | Leonardo S.p.a. | ATR - GIE Avions de Transport Régional,EC135P3 | EC135T3 | MBB-BK 117 A-1 | MBB-BK 117 A-3 | MBB-BK 117 A-4 | MBB-BK 117 B-1 | MBB-BK 117 B-2 | MBB-BK 117 C-1 | MBB-BK 117 C-2 | MBB-BK 117 D-2 | MBB-BK 117 D-3 | AS-365N2 | AS-365N3 | AS332C | AS332C1 | AS332L | AS332L1 | AS332L2 | EC 155B | EC155B1 | EC225LP | SA-365C | SA-365C1 | SA-365C2 | SA-365N | SA-365N1 | SA-366G1 | SA330J | A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A319-153N | A319-171N | A320-111 | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-251NX | A321-252N | A321-252NX | A321-253N | A321-253NX | A321-271N | A321-271NX | A321-272N | A321-272NX | A330-201 | A330-202 | A330-203 | A330-223 | A330-223F | A330-243 | A330-243F | A330-301 | A330-302 | A330-303 | A330-321 | A330-322 | A330-323 | A330-341 | A330-342 | A330-343 | A330-841 | A330-941 | A340-211 | A340-212 | A340-213 | A340-311 | A340-312 | A340-313 | A340-541 | A340-642 | A350-1041 | A350-941 | A380-841 | A380-842 | A380-861 | ATR42-200 | ATR42-300 | ATR42-320 | ATR42-500 | ATR72-101 | ATR72-102 | ATR72-201 | ATR72-202 | ATR72-211 | ATR72-212 | ATR72-212A | AB139 | AB412 | AB412 EP | AW139 | AW169 | AW189 | PZL W-3A | EC135P1 | EC135P2 | EC135P2+ | EC135T1 | EC135T2 | EC135T2+/EC635T2+,"Fire Bottle, Portable",,,,,,,,,,,,,,
,,2021-20-08,,14-Oct-2021,18-Nov-2021,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A319-153N | A319-171N | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-251NX | A321-252N | A321-252NX | A321-253N | A321-253NX | A321-271N | A321-271NX | A321-272N | A321-272NX | A330-201 | A330-202 | A330-203 | A330-223 | A330-223F | A330-243 | A330-243F | A330-301 | A330-302 | A330-303 | A330-321 | A330-322 | A330-323 | A330-341 | A330-342 | A330-343 | A330-841 | A330-941 | A340-211 | A340-212 | A340-213 | A340-311 | A340-312 | A340-313 | A340-541 | A340-642 | A380-841 | A380-842 | A380-861,Electrical Power,,,,,,,,,,,,,,
,,2021-18-04,,15-Sep-2021,20-Oct-2021,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A319-153N | A319-171N | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-251NX | A321-252N | A321-252NX | A321-253N | A321-253NX | A321-271N | A321-271NX | A321-272N | A321-272NX,"Fire protection, Doors",,,,,,,,,,,,,,
,,2021-17-03,,7-Sep-2021,5-Oct-2021,,Airbus SAS,A318-111 | A318-112 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A320-211 | A320-212 | A320-214 | A320-231 | A320-232 | A320-233,Fuselage,,,,,,,,,,,,,,
,,2017-17-03,,31-Aug-2021,5-Oct-2021,,Airbus SAS,A318-111 | A318-112 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A320-211 | A320-212 | A320-214 | A320-231 | A320-232 | A320-233,Fuselage,,,,,,,,,,,,,,
,,2021-16-01,,24-Aug-2021,28-Sep-2021,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A319-153N | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-251NX | A321-252N | A321-252NX | A321-253N | A321-253NX | A321-271N | A321-271NX | A321-272N | A321-272NX,Time Limits/Maintenance Checks,,,,,,,,,,,,,,
,,2021-11-06,,20-May-2021,4-Jun-2021,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A319-153N | A319-171N | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-251NX | A321-252N | A321-252NX | A321-253N | A321-253NX | A321-271N | A321-271NX | A321-272N | A321-272NX,Windows,,,,,,,,,,,,,,
,,2021-10-04,,29-Apr-2021,29-Apr-2021,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A319-153N | A319-171N | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-251NX | A321-252N | A321-252NX | A321-253N | A321-253NX | A321-271N | A321-271NX | A321-272N | A321-272NX,Fuel Pump,,,,,,,,,,,,,,
,,2021-08-13,,26-Apr-2021,1-Jun-2021,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232,Oxygen,,,,,,,,,,,,,,
,,2021-07-01,,5-Apr-2021,10-May-2021,,Airbus SAS,A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A319-153N | A319-171N | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-251NX | A321-252N | A321-252NX | A321-253N | A321-253NX | A321-271N | A321-271NX | A321-272N | A321-272NX,Landing gear,,,,,,,,,,,,,,
,,2021-05-20,,17-Mar-2021,21-Apr-2021,,Airbus SAS,A318-111 | A318-112 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A320-211 | A320-212 | A320-214 | A320-216 | A321-111 | A321-112 | A321-211 | A321-212 | A321-213,Powerplant,,,,,,,,,,,,,,
,,2022-0086,,13-May-2022,,,AIRBUS HELICOPTERS DEUTSCHLAND,MBB-BK 117,Rotors Flight Control - Tail Rotor Actuator - Inspection,,,,,,,,,,,,,,
,,CF-2007-10R2,,13-May-2022,,,MHI RJ Aviation ULC,CL-600 (Regional Jet),Flight Controls - Flaps Failure,,,,,,,,,,,,,,
,,G-2022-0010-E,,13-May-2022,16-May-2022,2022-10,APPLIANCES,ATA 28 FUEL SYSTEM,CAMERON / ALUGAS - CB2990 Fuel Cylinders - Temporary Withdrawal from Service,None,Cameron Balloons SB33,Fuel Cylinder CB2990,Remove affected parts from service,Immediately from the effective date of this AD,None,"None.
The affected part number is not effective for A320 aircrafts, nor is it installed on PAS fleet.",None,Rofiq,3-Jun-22,TDE-AD-2022-0010-E-PAS,COMPLETE,NO ENGINEERING ACTION,
,,BR-2022-05-02,,13-May-2022,,,EMBRAER S.A.,ERJ 170,Wing Tip Connections - Inspection / Airworthiness Limitations - Update,,,,,,,,,,,,,,
,,2021-0044R1,,12-May-2022,,,LEONARDO S.p.A. HELICOPTERS,AB139/AW139,Electrical Power - Overhead Panel - Inspection,,,,,,,,,,,,,,
,5,2022-0085,,12-May-2022,26-May-2022,2022-10,AIRBUS S.A.S.,"A318, A319, A320, A321",Time Limits / Maintenance Checks - Airworthiness Limitations Section - Part 2 - Damage Tolerant Airworthiness Limitation Items - Implementation,"EASA AD 2021-0140
EASA AD 2020-0036R1","ALS Part 2 Rev 09
Airline / Owner Aircraft Maintenance Program",Approved aircraft maintenance program,Revise the MP by incorporating the referenced ALS,Within 12 months after effective date of this AD,None,"03809; 05463
MP at time of eval has not yet incorporated ALS Part 2 rev 9",No parts prohibition,Rofiq,19-May-22,TDE-AD-2022-0085-PAS,COMPLETE,NO ENGINEERING ACTION,
,,2022-0084,,11-May-2022,,,LEONARDO S.p.A. HELICOPTERS,AB212/AB412,Fuselage - Tailboom / Fin Spar Cap - Inspection,,,,,,,,,,,,,,
,,2022-0083,,11-May-2022,,,SAFRAN HELICOPTER ENGINES,ARRIEL 2,Time Limits / Maintenance Checks - Airworthiness Limitations Section - Amendment,,,,,,,,,,,,,,
,,US-2022-08-14,,10-May-2022,,,BOEING,747,Fuselage - Crown Stringers - Inspection,,,,,,,,,,,,,,
,5,2022-0082,,10-May-2022,24-May-2022,2022-10,AIRBUS S.A.S.,"A318, A319, A320, A321",Time Limits / Maintenance Checks - Safe Life Airworthiness Limitations Section Part 1 - Amendment,EASA AD 2020-0080,"ALS Part 1 Rev 08
Airline / Owner Aircraft Maintenance Program",Approved aircraft maintenance program,Revise the MP by incorporating the referenced ALS,Within 12 months after effective date of this AD,None,"03809; 05463
MP at time of eval has not yet incorporated ALS Part 1 rev 8",No parts prohibition,Rofiq,19-May-22,TDE-AD-2022-0082-PAS,COMPLETE,NO ENGINEERING ACTION,
,,2018-0226-CN,,10-May-2022,,,AIRBUS S.A.S.,"A330, A340",CANCELLED: Stabilizers - Horizontal Stabilizer Centre Box Top Skin - Inspection / Repair,,,,,,,,,,,,,,
,,2022-0080,,9-May-2022,,,AIRBUS S.A.S.,A350,Wings - Centre Wing Box Fasteners - Replacement,,,,,,,,,,,,,,
,,2020-0075-CN,,9-May-2022,,,GULFSTREAM AEROSPACE CORPORATION,GVII,CANCELLED: Airplane Flight Manual - Sections Limitations / Procedures - Amendment,,,,,,,,,,,,,,
,,US-2022-10-05,,9-May-2022,,,GULFSTREAM AEROSPACE CORPORATION,GVII,Airplane Flight Manual - Sections Limitations and Procedures - Amendment,,,,,,,,,,,,,,
,,US-2022-08-12,,9-May-2022,,,BOEING,757,Wings - Wing Skin / Shim - Inspection,,,,,,,,,,,,,,
